2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200
0,136.06,280.95,477.16,688.08,955.08,1258.8,1606.5,2023.2,2484.7,2981.2,3077.9,3576.4,4152.4,4764.4,5331.4,5936.4,6610.5,7282.1,7934.5,8697
0,136.26,281.34,477.75,688.86,956.06,1259.9,1607.9,2024.7,2486.5,2983.1,3080,3578.7,4154.9,4767.2,5334.3,5939.5,6613.8,7285.6,7938.2,8700.9
0,136.46,281.75,478.36,689.67,957.07,1261.1,1609.3,2026.4,2488.3,2985.2,3082.3,3581.1,4157.6,4770,5337.3,5942.8,6617.2,7289.3,7942,8704.9
0,136.68,282.18,479.01,690.54,958.16,1262.4,1610.8,2028.1,2490.3,2987.3,3084.7,3583.8,4160.4,4773.1,5340.6,5946.3,6620.9,7293.2,7946.1,8709.3
0,136.92,282.66,479.73,691.5,959.36,1263.9,1612.5,2030,2492.4,2989.7,3087.3,3586.6,4163.5,4776.4,5344.2,5950.1,6625,7297.5,7950.7,8714.1
0,137.19,283.22,480.56,692.61,960.74,1265.6,1614.5,2032.2,2494.9,2992.5,3090.3,3590,4167.1,4780.3,5348.4,5954.5,6629.7,7302.5,7956,8719.6
0,137.54,283.91,481.6,694,962.48,1267.6,1616.9,2035,2498.1,2996,3094.2,3594.1,4171.6,4785.1,5353.6,5960.1,6635.6,7308.7,7962.5,8726.6
0,138.05,284.93,483.13,696.04,965.02,1270.7,1620.5,2039.1,2502.6,3001.1,3099.8,3600.2,4178.3,4792.3,5361.2,5968.2,6644.3,7317.9,7972.2,8736.7
0,133.73,273.04,470.16,686.58,959.02,1272.2,1631.6,2071.6,2560.1,3072.2,3324.2,3876.4,4504.7,5163.1,5794.8,6467.9,7211.6,7964.2,8706.2,9480
0,134.24,274.06,471.69,688.62,961.56,1275.2,1635.2,2075.7,2564.7,3077.3,3329.8,3882.5,4511.4,5170.3,5802.5,6476,7220.3,7973.3,8715.9,9490.2
0,134.58,274.75,472.73,690,963.3,1277.3,1637.6,2078.5,2567.8,3080.7,3333.6,3886.7,4515.9,5175.1,5807.6,6481.6,7226.2,7979.6,8722.5,9497.2
0,134.86,275.31,473.56,691.11,964.68,1279,1639.6,2080.7,2570.3,3083.5,3336.7,3890,4519.5,5179,5811.8,6486,7230.9,7984.6,8727.8,9502.7
0,135.1,275.79,474.28,692.07,965.88,1280.4,1641.2,2082.6,2572.5,3085.9,3339.3,3892.9,4522.6,5182.4,5815.4,6489.8,7235,7988.9,8732.3,9507.5
0,135.32,276.22,474.93,692.94,966.97,1281.7,1642.8,2084.4,2574.5,3088.1,3341.7,3895.5,4525.4,5185.4,5818.7,6493.3,7238.7,7992.8,8736.5,9511.8
0,135.52,276.63,475.54,693.75,967.98,1282.9,1644.2,2086,2576.3,3090.1,3343.9,3897.9,4528.1,5188.2,5821.7,6496.6,7242.1,7996.4,8740.3,9515.9
0,135.71,277.02,476.12,694.53,968.96,1284.1,1645.5,2087.5,2578,3092.1,3346.1,3900.2,4530.6,5191,5824.6,6499.7,7245.4,8000,8744,9519.8
0,135.91,277.4,476.7,695.29,969.91,1285.3,1646.9,2089.1,2579.8,3094,3348.2,3902.5,4533.1,5193.7,5827.5,6502.7,7248.7,8003.4,8747.7,9523.6
0,136.1,277.78,477.27,696.06,970.87,1286.4,1648.2,2090.6,2581.5,3095.9,3350.3,3904.8,4535.6,5196.3,5830.4,6505.8,7251.9,8006.8,8751.3,9527.5
0,136.29,278.17,477.85,696.84,971.84,1287.6,1649.6,2092.2,2583.2,3097.8,3352.4,3907.2,4538.1,5199.1,5833.3,6508.9,7255.3,8010.3,8755,9531.4
0,136.49,278.58,478.46,697.65,972.86,1288.8,1651,2093.8,2585.1,3099.9,3354.7,3909.6,4540.7,5201.9,5836.3,6512.2,7258.7,8014,8758.9,9535.4
0,136.71,279.01,479.12,698.52,973.94,1290.1,1652.5,2095.5,2587,3102,3357.1,3912.2,4543.6,5204.9,5839.6,6515.6,7262.4,8017.9,8763,9539.8
0,136.95,279.49,479.84,699.48,975.14,1291.5,1654.2,2097.4,2589.2,3104.4,3359.7,3915.1,4546.7,5208.3,5843.2,6519.5,7266.5,8022.2,8767.5,9544.6
0,137.23,280.05,480.67,700.59,976.53,1293.2,1656.2,2099.7,2591.7,3107.2,3362.7,3918.4,4550.3,5212.2,5847.3,6523.9,7271.2,8027.2,8772.8,9550.1
0,137.57,280.74,481.71,701.97,978.26,1295.3,1658.6,2102.4,2594.8,3110.7,3366.5,3922.6,4554.8,5217,5852.5,6529.5,7277.1,8033.4,8779.4,9557
0,138.08,281.76,483.24,704.01,980.81,1298.3,1662.1,2106.5,2599.4,3115.8,3372.2,3928.7,4561.4,5224.2,5860.2,6537.6,7285.7,8042.6,8789.1,9567.2
0,129.8,264.39,445.96,645.09,894.88,1179.1,1505.5,1898.2,2335.1,2797.5,2980.8,3466.3,4017.8,4598.2,5150.8,5739.1,6384.8,7034.2,7671.2,8409.1
0,130.31,265.41,447.49,647.13,897.43,1182.1,1509.1,1902.3,2339.7,2802.6,2986.4,3472.4,4024.4,4605.4,5158.5,5747.3,6393.5,7043.4,7680.8,8419.3
0,130.66,266.1,448.53,648.51,899.16,1184.2,1511.5,1905.1,2342.8,2806.1,2990.2,3476.6,4028.9,4610.2,5163.7,5752.8,6399.4,7049.6,7687.4,8426.2
0,130.93,266.66,449.36,649.62,900.55,1185.9,1513.4,1907.3,2345.3,2808.9,2993.3,3479.9,4032.5,4614.1,5167.8,5757.3,6404.1,7054.6,7692.7,8431.8
0,131.17,267.14,450.08,650.58,901.74,1187.3,1515.1,1909.2,2347.5,2811.3,2995.9,3482.8,4035.6,4617.5,5171.4,5761.1,6408.2,7058.9,7697.3,8436.6
0,131.39,267.57,450.73,651.45,902.83,1188.6,1516.6,1911,2349.4,2813.4,2998.3,3485.4,4038.5,4620.5,5174.7,5764.6,6411.9,7062.9,7701.4,8440.9
0,131.59,267.98,451.34,652.26,903.85,1189.8,1518.1,1912.6,2351.3,2815.5,3000.5,3487.8,4041.1,4623.3,5177.7,5767.8,6415.3,7066.5,7705.2,8445
0,131.79,268.37,451.92,653.04,904.82,1191,1519.4,1914.1,2353,2817.4,3002.7,3490.2,4043.6,4626.1,5180.7,5771,6418.6,7070,7708.9,8448.9
0,131.98,268.75,452.5,653.81,905.78,1192.1,1520.8,1915.7,2354.7,2819.3,3004.8,3492.5,4046.1,4628.7,5183.5,5774,6421.9,7073.5,7712.6,8452.7
0,132.17,269.13,453.07,654.57,906.73,1193.3,1522.1,1917.2,2356.5,2821.2,3006.9,3494.8,4048.6,4631.4,5186.4,5777.1,6425.1,7076.9,7716.2,8456.5
0,132.37,269.52,453.65,655.35,907.71,1194.5,1523.5,1918.8,2358.2,2823.2,3009,3497.1,4051.1,4634.2,5189.3,5780.2,6428.5,7080.4,7719.9,8460.4
0,132.57,269.93,454.26,656.16,908.72,1195.7,1524.9,1920.4,2360,2825.2,3011.3,3499.5,4053.8,4637,5192.4,5783.4,6431.9,7084.1,7723.8,8464.5
0,132.79,270.36,454.92,657.03,909.81,1197,1526.4,1922.1,2362,2827.4,3013.6,3502.2,4056.6,4640,5195.6,5786.9,6435.6,7088,7727.9,8468.8
0,133.03,270.84,455.64,657.99,911.01,1198.4,1528.1,1924,2364.1,2829.8,3016.3,3505,4059.7,4643.4,5199.2,5790.8,6439.7,7092.3,7732.4,8473.6
0,133.3,271.39,456.47,659.1,912.39,1200.1,1530,1926.3,2366.6,2832.6,3019.3,3508.4,4063.3,4647.3,5203.4,5795.2,6444.4,7097.3,7737.7,8479.2
0,133.65,272.09,457.51,660.48,914.13,1202.2,1532.5,1929,2369.8,2836,3023.1,3512.5,4067.8,4652.1,5208.6,5800.7,6450.3,7103.5,7744.3,8486.1
0,134.16,273.11,459.04,662.52,916.67,1205.2,1536,1933.1,2374.3,2841.1,3028.8,3518.6,4074.5,4659.3,5216.2,5808.9,6458.9,7112.7,7754,8496.3
0,141.1,292.29,493.87,709.79,979.28,1285.4,1633.8,2046.8,2504.6,2996,3071,3550,4104.2,4687.9,5221.9,5794.1,6434.5,7071.8,7687.6,8411.5
0,141.61,293.31,495.4,711.83,981.83,1288.5,1637.3,2050.8,2509.2,3001.1,3076.6,3556.1,4110.8,4695,5229.5,5802.2,6443.2,7081,7697.3,8421.7
0,141.95,294,496.44,713.21,983.56,1290.5,1639.8,2053.6,2512.3,3004.5,3080.4,3560.3,4115.3,4699.9,5234.7,5807.8,6449.1,7087.2,7703.8,8428.6
0,142.23,294.56,497.27,714.32,984.95,1292.2,1641.7,2055.8,2514.8,3007.3,3083.5,3563.6,4118.9,4703.8,5238.9,5812.2,6453.8,7092.2,7709.1,8434.2
0,142.47,295.04,497.99,715.28,986.14,1293.6,1643.4,2057.7,2517,3009.7,3086.1,3566.5,4122,4707.1,5242.5,5816,6457.8,7096.5,7713.7,8439
0,142.69,295.47,498.64,716.15,987.23,1294.9,1644.9,2059.5,2518.9,3011.9,3088.5,3569.1,4124.8,4710.2,5245.7,5819.5,6461.5,7100.4,7717.8,8443.3
0,142.89,295.88,499.25,716.96,988.25,1296.2,1646.3,2061.1,2520.8,3013.9,3090.7,3571.5,4127.5,4713,5248.8,5822.8,6465,7104.1,7721.7,8447.4
0,143.08,296.27,499.83,717.74,989.22,1297.3,1647.7,2062.7,2522.5,3015.9,3092.9,3573.9,4130,4715.7,5251.7,5825.9,6468.3,7107.6,7725.4,8451.3
0,143.28,296.65,500.41,718.51,990.18,1298.5,1649,2064.2,2524.2,3017.8,3095,3576.2,4132.5,4718.4,5254.6,5828.9,6471.6,7111,7729,8455.1
0,143.47,297.03,500.98,719.27,991.13,1299.6,1650.4,2065.7,2526,3019.7,3097.1,3578.5,4135,4721.1,5257.4,5832,6474.8,7114.5,7732.6,8458.9
0,143.66,297.42,501.56,720.05,992.11,1300.8,1651.7,2067.3,2527.7,3021.6,3099.2,3580.8,4137.5,4723.8,5260.4,5835.1,6478.1,7118,7736.3,8462.8
0,143.86,297.83,502.17,720.86,993.12,1302,1653.2,2068.9,2529.6,3023.7,3101.5,3583.2,4140.1,4726.7,5263.4,5838.4,6481.6,7121.6,7740.2,8466.9
0,144.08,298.26,502.83,721.73,994.21,1303.3,1654.7,2070.6,2531.5,3025.8,3103.9,3585.8,4143,4729.7,5266.7,5841.8,6485.3,7125.5,7744.3,8471.2
0,144.32,298.74,503.54,722.69,995.41,1304.7,1656.3,2072.6,2533.7,3028.2,3106.5,3588.7,4146.1,4733.1,5270.3,5845.7,6489.3,7129.8,7748.9,8476
0,144.6,299.3,504.38,723.8,996.79,1306.4,1658.3,2074.8,2536.2,3031,3109.5,3592,4149.7,4736.9,5274.4,5850.1,6494,7134.8,7754.1,8481.6
0,144.95,299.99,505.42,725.19,998.52,1308.5,1660.7,2077.6,2539.3,3034.5,3113.3,3596.2,4154.2,4741.8,5279.6,5855.7,6499.9,7141.1,7760.7,8488.5
0,145.45,301.01,506.94,727.22,1001.1,1311.5,1664.3,2081.6,2543.9,3039.6,3119,3602.3,4160.8,4748.9,5287.3,5863.8,6508.6,7150.2,7770.4,8498.7
0,141.92,272.69,439.17,636.37,886.98,1191,1536,1901.1,2300.6,2806.7,3662.9,4220,4836.9,5461.8,6139.8,6872.6,7634.3,8430,9245.4,10044
0,142.43,273.71,440.7,638.4,889.53,1194.1,1539.5,1905.2,2305.2,2811.8,3668.5,4226.1,4843.6,5469,6147.4,6880.8,7643,8439.2,9255.1,10054
0,142.77,274.4,441.74,639.79,891.27,1196.1,1542,1908,2308.3,2815.2,3672.3,4230.2,4848.1,5473.8,6152.6,6886.3,7648.9,8445.4,9261.7,10061
0,143.05,274.95,442.57,640.9,892.65,1197.8,1543.9,1910.2,2310.8,2818,3675.4,4233.6,4851.7,5477.7,6156.8,6890.8,7653.6,8450.4,9267,10067
0,143.29,275.43,443.29,641.86,893.85,1199.2,1545.6,1912.1,2313,2820.4,3678,4236.4,4854.8,5481,6160.4,6894.6,7657.7,8454.7,9271.5,10072
0,143.51,275.87,443.94,642.73,894.94,1200.5,1547.1,1913.8,2314.9,2822.6,3680.4,4239,4857.6,5484.1,6163.6,6898.1,7661.4,8458.7,9275.6,10076
0,143.71,276.27,444.55,643.54,895.95,1201.8,1548.5,1915.4,2316.8,2824.6,3682.6,4241.5,4860.3,5486.9,6166.7,6901.3,7664.8,8462.3,9279.5,10080
0,143.91,276.66,445.14,644.32,896.93,1202.9,1549.9,1917,2318.5,2826.6,3684.8,4243.8,4862.8,5489.7,6169.6,6904.5,7668.1,8465.8,9283.2,10084
0,144.1,277.05,445.71,645.08,897.88,1204.1,1551.2,1918.5,2320.2,2828.5,3686.9,4246.1,4865.3,5492.3,6172.5,6907.5,7671.4,8469.3,9286.8,10088
0,144.29,277.43,446.28,645.85,898.84,1205.2,1552.6,1920.1,2322,2830.4,3689,4248.4,4867.8,5495,6175.3,6910.6,7674.6,8472.7,9290.5,10091
0,144.48,277.82,446.87,646.63,899.81,1206.4,1553.9,1921.6,2323.7,2832.3,3691.1,4250.7,4870.3,5497.7,6178.3,6913.7,7677.9,8476.2,9294.2,10095
0,144.69,278.22,447.48,647.44,900.83,1207.6,1555.4,1923.3,2325.5,2834.4,3693.4,4253.2,4872.9,5500.6,6181.3,6916.9,7681.4,8479.9,9298,10099
0,144.9,278.66,448.13,648.31,901.91,1208.9,1556.9,1925,2327.5,2836.5,3695.7,4255.8,4875.8,5503.6,6184.6,6920.4,7685.1,8483.8,9302.2,10104
0,145.14,279.14,448.85,649.27,903.11,1210.3,1558.6,1926.9,2329.6,2838.9,3698.4,4258.7,4878.9,5507,6188.2,6924.2,7689.2,8488.1,9306.7,10109
0,145.42,279.69,449.68,650.38,904.5,1212,1560.5,1929.1,2332.1,2841.7,3701.4,4262,4882.5,5510.9,6192.3,6928.7,7693.9,8493.1,9312,10114
0,145.77,280.39,450.72,651.76,906.23,1214.1,1562.9,1931.9,2335.3,2845.2,3705.2,4266.1,4887,5515.7,6197.5,6934.2,7699.8,8499.3,9318.6,10121
0,146.28,281.41,452.25,653.8,908.78,1217.1,1566.5,1936,2339.8,2850.3,3710.8,4272.3,4893.6,5522.8,6205.2,6942.4,7708.4,8508.5,9328.2,10131
0,102.14,205.81,346.58,527.12,750.05,1016.7,1320.7,1646.3,2005.1,2424.9,2963.8,3437.4,3955,4495,5074.2,5695.3,6349.3,7036.6,7758.8,8543.9
0,102.65,206.83,348.11,529.16,752.6,1019.8,1324.2,1650.4,2009.7,2430,2969.4,3443.5,3961.7,4502.1,5081.8,5703.4,6358,7045.8,7768.5,8554.1
0,103,207.52,349.15,530.54,754.33,1021.9,1326.7,1653.2,2012.8,2433.4,2973.2,3447.7,3966.2,4507,5087,5709,6363.9,7052,7775.1,8561
0,103.28,208.08,349.98,531.65,755.71,1023.5,1328.6,1655.4,2015.3,2436.2,2976.3,3451,3969.8,4510.8,5091.2,5713.4,6368.6,7057,7780.4,8566.5
0,103.52,208.56,350.7,532.61,756.91,1025,1330.3,1657.3,2017.4,2438.6,2978.9,3453.9,3972.9,4514.2,5094.8,5717.3,6372.7,7061.3,7784.9,8571.3
0,103.73,208.99,351.36,533.48,758,1026.3,1331.8,1659,2019.4,2440.8,2981.3,3456.5,3975.7,4517.2,5098,5720.7,6376.3,7065.3,7789,8575.7
0,103.94,209.4,351.96,534.29,759.01,1027.5,1333.2,1660.7,2021.2,2442.8,2983.5,3458.9,3978.3,4520.1,5101.1,5724,6379.8,7068.9,7792.9,8579.7
0,104.13,209.79,352.55,535.07,759.99,1028.7,1334.6,1662.2,2023,2444.7,2985.7,3461.3,3980.9,4522.8,5104,5727.1,6383.1,7072.4,7796.6,8583.6
0,104.32,210.17,353.12,535.84,760.94,1029.8,1335.9,1663.7,2024.7,2446.7,2987.8,3463.6,3983.4,4525.5,5106.9,5730.2,6386.4,7075.9,7800.2,8587.5
0,104.51,210.55,353.7,536.6,761.9,1031,1337.3,1665.3,2026.4,2448.6,2989.9,3465.9,3985.8,4528.2,5109.7,5733.2,6389.6,7079.3,7803.9,8591.3
0,104.71,210.94,354.28,537.38,762.88,1032.1,1338.6,1666.8,2028.2,2450.5,2992,3468.2,3988.4,4530.9,5112.7,5736.3,6392.9,7082.8,7807.6,8595.2
0,104.91,211.35,354.89,538.19,763.89,1033.4,1340.1,1668.5,2030,2452.6,2994.3,3470.6,3991,4533.7,5115.7,5739.6,6396.4,7086.5,7811.4,8599.2
0,105.13,211.78,355.54,539.06,764.98,1034.7,1341.6,1670.2,2032,2454.7,2996.6,3473.3,3993.8,4536.8,5119,5743.1,6400.1,7090.4,7815.5,8603.6
0,105.37,212.26,356.26,540.02,766.18,1036.1,1343.3,1672.1,2034.1,2457.1,2999.3,3476.1,3997,4540.1,5122.6,5746.9,6404.1,7094.7,7820.1,8608.4
0,105.65,212.82,357.09,541.13,767.56,1037.8,1345.2,1674.3,2036.6,2459.9,3002.3,3479.5,4000.6,4544,5126.7,5751.3,6408.9,7099.7,7825.4,8613.9
0,105.99,213.51,358.13,542.51,769.29,1039.8,1347.6,1677.1,2039.7,2463.4,3006.1,3483.6,4005.1,4548.9,5131.9,5756.9,6414.8,7105.9,7832,8620.9
0,106.5,214.53,359.66,544.55,771.84,1042.9,1351.2,1681.2,2044.3,2468.5,3011.7,3489.7,4011.7,4556,5139.6,5765,6423.4,7115.1,7841.6,8631.1
0,152.3,289.11,463.5,679.7,948.43,1268.3,1626.5,1991.1,2388.5,2873.7,3510.2,4027.5,4602.2,5182.4,5810.1,6487.3,7188.1,7920.7,8686,9428.1
0,152.81,290.13,465.02,681.74,950.98,1271.3,1630.1,1995.2,2393.1,2878.7,3515.8,4033.6,4608.8,5189.5,5817.8,6495.4,7196.7,7929.9,8695.7,9438.3
0,153.15,290.82,466.06,683.13,952.71,1273.4,1632.5,1997.9,2396.2,2882.2,3519.6,4037.8,4613.3,5194.4,5823,6501,7202.6,7936.1,8702.3,9445.2
0,153.43,291.37,466.9,684.24,954.1,1275.1,1634.4,2000.1,2398.7,2885,3522.6,4041.1,4616.9,5198.3,5827.1,6505.4,7207.3,7941.1,8707.6,9450.8
0,153.67,291.85,467.61,685.19,955.3,1276.5,1636.1,2002.1,2400.9,2887.4,3525.3,4044,4620,5201.6,5830.7,6509.2,7211.4,7945.4,8712.1,9455.6
0,153.89,292.29,468.27,686.06,956.38,1277.8,1637.6,2003.8,2402.8,2889.6,3527.7,4046.6,4622.9,5204.7,5834,6512.7,7215.1,7949.3,8716.2,9459.9
0,154.09,292.69,468.88,686.88,957.4,1279,1639,2005.4,2404.7,2891.6,3529.9,4049,4625.5,5207.5,5837,6515.9,7218.5,7953,8720.1,9464
0,154.29,293.08,469.46,687.66,958.37,1280.2,1640.4,2007,2406.4,2893.5,3532,4051.3,4628,5210.2,5840,6519.1,7221.9,7956.5,8723.8,9467.9
0,154.48,293.47,470.03,688.42,959.33,1281.3,1641.7,2008.5,2408.1,2895.4,3534.1,4053.6,4630.5,5212.9,5842.8,6522.1,7225.1,7959.9,8727.4,9471.7
0,154.67,293.85,470.61,689.18,960.29,1282.5,1643.1,2010,2409.9,2897.4,3536.2,4055.9,4633,5215.6,5845.7,6525.2,7228.4,7963.4,8731.1,9475.5
0,154.86,294.24,471.19,689.96,961.26,1283.7,1644.5,2011.6,2411.6,2899.3,3538.4,4058.3,4635.5,5218.3,5848.6,6528.3,7231.7,7966.9,8734.8,9479.4
0,155.07,294.64,471.8,690.78,962.28,1284.9,1645.9,2013.2,2413.4,2901.3,3540.6,4060.7,4638.2,5221.2,5851.7,6531.6,7235.1,7970.5,8738.6,9483.5
0,155.28,295.08,472.45,691.65,963.36,1286.2,1647.4,2015,2415.4,2903.5,3543,4063.3,4641,5224.2,5854.9,6535,7238.8,7974.5,8742.8,9487.8
0,155.52,295.56,473.17,692.6,964.56,1287.6,1649.1,2016.9,2417.6,2905.9,3545.6,4066.2,4644.1,5227.6,5858.5,6538.9,7242.9,7978.8,8747.3,9492.6
0,155.8,296.11,474,693.71,965.95,1289.3,1651,2019.1,2420.1,2908.7,3548.7,4069.5,4647.7,5231.4,5862.7,6543.3,7247.6,7983.8,8752.6,9498.2
0,156.15,296.8,475.04,695.1,967.68,1291.4,1653.4,2021.9,2423.2,2912.1,3552.5,4073.7,4652.2,5236.3,5867.9,6548.8,7253.5,7990,8759.2,9505.1
0,156.66,297.82,476.57,697.14,970.23,1294.4,1657,2025.9,2427.8,2917.2,3558.1,4079.8,4658.8,5243.4,5875.5,6557,7262.2,7999.2,8768.8,9515.3
0,150.31,285.68,458.92,671.17,942.85,1269.3,1641.5,2029.7,2455.8,2988.9,3845.7,4430.7,5078.6,5738.4,6452.7,7224.8,8028.2,8796.6,9557,10385
0,150.82,286.7,460.45,673.2,945.39,1272.4,1645,2033.8,2460.4,2994,3851.3,4436.8,5085.2,5745.5,6460.3,7232.9,8036.9,8805.8,9566.6,10396
0,151.17,287.39,461.49,674.59,947.13,1274.4,1647.5,2036.6,2463.5,2997.5,3855.1,4440.9,5089.7,5750.4,6465.5,7238.5,8042.8,8812,9573.2,10403
0,151.45,287.94,462.32,675.7,948.51,1276.1,1649.4,2038.8,2466,3000.2,3858.1,4444.3,5093.3,5754.3,6469.7,7242.9,8047.5,8817,9578.5,10408
0,151.69,288.42,463.04,676.66,949.71,1277.5,1651.1,2040.7,2468.2,3002.6,3860.8,4447.1,5096.4,5757.6,6473.3,7246.8,8051.6,8821.3,9583.1,10413
0,151.9,288.86,463.69,677.53,950.8,1278.8,1652.6,2042.5,2470.1,3004.8,3863.2,4449.7,5099.2,5760.7,6476.5,7250.2,8055.3,8825.2,9587.2,10417
0,152.11,289.26,464.3,678.34,951.81,1280.1,1654,2044.1,2472,3006.8,3865.4,4452.2,5101.9,5763.5,6479.6,7253.5,8058.7,8828.9,9591,10421
0,152.3,289.65,464.89,679.12,952.79,1281.2,1655.4,2045.7,2473.7,3008.8,3867.5,4454.5,5104.4,5766.2,6482.5,7256.6,8062,8832.4,9594.7,10425
0,152.49,290.04,465.46,679.88,953.74,1282.4,1656.7,2047.2,2475.4,3010.7,3869.6,4456.8,5106.9,5768.9,6485.4,7259.7,8065.3,8835.8,9598.4,10429
0,152.68,290.42,466.03,680.65,954.7,1283.5,1658.1,2048.7,2477.2,3012.6,3871.7,4459.1,5109.4,5771.6,6488.3,7262.7,8068.5,8839.3,9602,10433
0,152.88,290.81,466.62,681.43,955.67,1284.7,1659.4,2050.3,2478.9,3014.6,3873.9,4461.4,5111.9,5774.3,6491.2,7265.8,8071.9,8842.8,9605.7,10437
0,153.08,291.21,467.23,682.24,956.69,1285.9,1660.8,2051.9,2480.7,3016.6,3876.1,4463.9,5114.6,5777.2,6494.2,7269.1,8075.3,8846.4,9609.6,10441
0,153.3,291.65,467.88,683.11,957.77,1287.2,1662.4,2053.6,2482.7,3018.8,3878.5,4466.5,5117.4,5780.2,6497.5,7272.6,8079,8850.3,9613.7,10445
0,153.54,292.13,468.6,684.07,958.97,1288.7,1664,2055.6,2484.9,3021.2,3881.1,4469.4,5120.5,5783.6,6501.1,7276.4,8083.1,8854.7,9618.2,10450
0,153.82,292.68,469.43,685.18,960.36,1290.3,1666,2057.8,2487.3,3023.9,3884.2,4472.7,5124.1,5787.4,6505.2,7280.8,8087.8,8859.6,9623.5,10456
0,154.16,293.37,470.47,686.56,962.09,1292.4,1668.4,2060.5,2490.5,3027.4,3888,4476.8,5128.6,5792.3,6510.4,7286.4,8093.7,8865.9,9630.1,10462
0,154.67,294.39,472,688.6,964.64,1295.5,1672,2064.6,2495.1,3032.5,3893.6,4483,5135.2,5799.4,6518.1,7294.5,8102.3,8875.1,9639.8,10473
0,138.9,266.48,433.37,649.97,920.56,1240.9,1600.3,1970.1,2372.4,2847.9,3377.5,3887.5,4449.5,5024,5644.4,6311.9,7009.5,7739,8500.9,9330.1
0,139.41,267.5,434.9,652.01,923.11,1244,1603.9,1974.2,2376.9,2853,3383.1,3893.6,4456.1,5031.1,5652,6320.1,7018.2,7748.2,8510.6,9340.2
0,139.75,268.19,435.94,653.4,924.84,1246.1,1606.3,1977,2380.1,2856.4,3386.9,3897.7,4460.6,5036,5657.2,6325.6,7024,7754.4,8517.2,9347.2
0,140.03,268.75,436.77,654.51,926.23,1247.7,1608.2,1979.2,2382.6,2859.2,3390,3901.1,4464.2,5039.9,5661.4,6330.1,7028.8,7759.4,8522.4,9352.7
0,140.27,269.23,437.49,655.47,927.43,1249.2,1609.9,1981.1,2384.7,2861.6,3392.6,3903.9,4467.3,5043.2,5665,6333.9,7032.8,7763.7,8527,9357.5
0,140.49,269.66,438.14,656.34,928.51,1250.5,1611.4,1982.8,2386.7,2863.8,3395,3906.5,4470.1,5046.3,5668.2,6337.4,7036.5,7767.6,8531.1,9361.9
0,140.69,270.07,438.75,657.15,929.53,1251.7,1612.9,1984.5,2388.5,2865.8,3397.2,3909,4472.8,5049.1,5671.3,6340.6,7040,7771.3,8535,9365.9
0,140.89,270.46,439.34,657.93,930.5,1252.9,1614.2,1986,2390.3,2867.7,3399.4,3911.3,4475.3,5051.8,5674.2,6343.7,7043.3,7774.8,8538.7,9369.8
0,141.08,270.84,439.91,658.69,931.46,1254,1615.6,1987.6,2392,2869.7,3401.5,3913.6,4477.8,5054.5,5677.1,6346.8,7046.5,7778.2,8542.3,9373.6
0,141.27,271.22,440.48,659.46,932.41,1255.2,1616.9,1989.1,2393.7,2871.6,3403.6,3915.9,4480.3,5057.2,5679.9,6349.9,7049.8,7781.7,8545.9,9377.5
0,141.46,271.61,441.07,660.24,933.39,1256.3,1618.3,1990.6,2395.5,2873.5,3405.7,3918.2,4482.8,5059.9,5682.9,6353,7053.1,7785.2,8549.6,9381.4
0,141.67,272.02,441.68,661.05,934.4,1257.5,1619.7,1992.3,2397.3,2875.6,3408,3920.7,4485.4,5062.8,5685.9,6356.2,7056.6,7788.9,8553.5,9385.4
0,141.88,272.45,442.33,661.92,935.49,1258.8,1621.2,1994,2399.2,2877.7,3410.3,3923.3,4488.3,5065.8,5689.2,6359.7,7060.2,7792.8,8557.6,9389.8
0,142.12,272.93,443.05,662.88,936.69,1260.3,1622.9,1995.9,2401.4,2880.1,3413,3926.2,4491.4,5069.2,5692.8,6363.5,7064.3,7797.1,8562.2,9394.6
0,142.4,273.49,443.88,663.99,938.08,1261.9,1624.8,1998.1,2403.9,2882.9,3416,3929.5,4495,5073,5696.9,6368,7069,7802.1,8567.4,9400.1
0,142.75,274.18,444.92,665.37,939.81,1264,1627.3,2000.9,2407,2886.4,3419.8,3933.6,4499.5,5077.9,5702.1,6373.5,7074.9,7808.3,8574,9407
0,143.26,275.2,446.45,667.41,942.36,1267.1,1630.8,2005,2411.6,2891.5,3425.5,3939.8,4506.1,5085,5709.8,6381.7,7083.6,7817.5,8583.7,9417.2
0,149.98,285.7,460.43,675.35,940.41,1259,1617.8,1986.3,2386.8,2879.6,3551,4077.6,4663.1,5254.7,5894.4,6585.6,7301.6,8050.6,8830.4,9578.8
0,150.49,286.72,461.95,677.39,942.96,1262.1,1621.3,1990.4,2391.4,2884.7,3556.6,4083.7,4669.7,5261.9,5902.1,6593.8,7310.2,8059.8,8840,9589
0,150.84,287.41,462.99,678.77,944.69,1264.1,1623.7,1993.2,2394.5,2888.1,3560.4,4087.8,4674.2,5266.7,5907.3,6599.3,7316.1,8066,8846.6,9595.9
0,151.12,287.96,463.83,679.88,946.08,1265.8,1625.7,1995.4,2397,2890.9,3563.4,4091.2,4677.8,5270.6,5911.4,6603.7,7320.8,8071,8851.9,9601.4
0,151.36,288.44,464.54,680.84,947.28,1267.2,1627.4,1997.3,2399.1,2893.3,3566.1,4094,4681,5274,5915,6607.6,7324.9,8075.3,8856.5,9606.2
